id,comments
112,"Jose's apartment was perfect for my needs. The location is terrific; it is set far from the street and underground, so is very quiet; and Jose is an understanding and accommodating host. I stayed 4 nights and did not encounter any problems.  Unlike other guests, I found the mattress to be comfortable. I slept easily, no problem. I highly recommend!"
113,"Susan was very communicative and flexible as I worked to arrange my visit to the area. She made planning easy, and when I got there, she and Steve welcomed me and checked in to make sure things were going well but were not at all imposing -- the perfect balance. The description of the cottage is accurate, and I absolutely loved my days there. It is cozy, comfortable, and well equipped. There was a LOT of snow when I was there, so I didn't get to see the gardens or surrounding area, but Susan kept the path clear and the cottage was accessible -- no small feat in such weather. I look forward to returning to this delightful getaway the next time I am in the area. Thank you, Susan and Steve!"
114,"Richard is the best! He is very considerate and responsible. Before my arrival, he called several times to confirm my check-in time so he could welcome us personally. The room is nice and sweet. Richard and his wife even prepared delicious desserts and fruits in the fridge, as well as milk, yogurt and water. Richard is definitely the best host I have met through Airbnb!"
115,Fanny is great person always ready to help. Room and house were very clean. Bus stop is close to house. I am very satisfied.
116,"Liam was a great host - very intelligent and cheerful. You should stay here just because of him! Also, the place was very clean and comfy. And only a minute from subway. I definitely wish to stay here next time I will be in Boston!"
117,Marlo was an awesome host. My friend and I had the entire apt to ourselves for the weekend. Area is really quiet and nice apt is super clean would definitely recommend this place. 20-30 mins to boston city center. 
118,"This is a great place to stay!
We spent 8 nights at the Rosenbergs, and had a very good experience.
The rooms were cosy and with a lot of space. They are located on the upper floor of the house so you have your privacy during the stay.
Mrs. Rosenberg took care of everything! She was more than just helpful and we felt like old friends or family members. She treated us more than just a host.
The unit includes 2 rooms, one of them with private shower and toilets. In between, there's a small living room where you can have a breakfast, which was actually supplied by the host!
If you have children- this is a very good place for you! The Rosenbergs have everything you need, including toys!
The location is good enough- just few minutes walk from the T train.
Few things you should know, which are not a badfeedback but just an info:
The rooms are on the upper floor, so if you have any difficulties, you should care about this.
There is no double bad- so if you are a couple and care about it, you should be aware.
For us, it was not a big deal and we did not feel it as a disadvantage.
The bottom line- if we will return to Boston again, we would probably stay at the same place.

בעברית:
המקום מאוד מומלץ. משפחת רוזנברג מארחת למופת. 
גב' רוזנברג עשתה עבורנו מעל ומעבר, דברים שהם מעבר למה שהייתם מצפים, ועל כן תודתנו והערכתנו.
החדרים מרווחים ונוחים, הניקיון נשמר במהלך השהות, המגבות מוחלפות לאחר מספר ימים.
בין החדרים יש חלל פתוח המהווה מעין חדר אוכל לאורחים, הכולל מקרר קטן, שולחן וכסאות. גב' רוזנברג דאגה באופן קבוע לאוכל ושתיה עבורנו, גם אם לא הייתה ממש חייבת.
המיקום בסה""כ טוב. אם אתם מחפשים דירה במרכז העיר, כמובן שזה לא המקום עבורכם, אך אם אתם מחפשים מקום מרווח, במיקום נוח ובמחיר סביר- זה המקום עבורכם.
המקום מומלץ מאוד למשפחות עם ילדים- אחד מ-2 החדרים כולל מיטות נוער ותינוק, והמון צעצועים ומשחקי ילדים.
2 פרטים שחשוב שתדעו מראש, על מנת לתאם ציפיות:
החדר הזוגי כולל מיטה נפתחת ולא מיטה זוגית.
החדרים נמצאים בקומה השניה של הבית.
לנו זה לא הפריע, היתרונות היון גלומים בפרטיות ובשקט שעמד לרשותנ ובמהלך השהייה.
לסיכום- אם היינו חוזרים שוב לבוסטון, כנראה שהיינו מתארחים שוב אצל משפחת רוזנברג."
119,This place is fantastic. She definitely knows how to treat her guests. Beautiful apartment with all the amenities you could want. 
120,"Bedroom and bathroom was nice, clean and as described/on pictures. Interaction with the hosts Judy and Lyralen was short but very pleasant and comfortable. Coordination and communication was quick, easy and convenient. Street parking was limited but I was able to find a spot both times I needed to. Judy and Lyralen had a lot of extra conveniences (well stocked fridge, toiletries and towels). Would definitely stay again/recommend others."
121,"Carol and her home exceeded our expectations as a first time client to an airbnb ! Carol greeted us as we arrived and provided us with a letter full of helpful information ! The bedroom we stayed in was clean , cozy and private .  The location of her house on a beautiful tree lined street was quiet , safe and convenient ! Great restaurants , a store and the Train into Boston were just a short walk from her home ! I would highly suggest this host and her lovely home to anyone who is staying in the Boston area . Thank you Carol, for your services... Excellent ! "
122,Anya was a great host -- communicative and helpful.
123,"This apartment is ideally located in front of the Orient height station. It is really clean and the parking is a real plus. Check in and check out was very easy.
Gavin was very helpful, responding very quickly to all messages and allowing us to leave the car few more hours before taking our plane on our last day.
We really recommend this place! 
"
124,"The place is fantastic and the host Jimi is so considerate, you can almost find everything you need in his place! Have a really good time there, definitely will be back someday!"
125,The apartment was very well equipped and everything was clean and worked as it should. The location is ideal for travelers!!!Thank you.
126,Nik and Molly are great hosts and their apartment is quite charming and roomy. Our three night stay was just great. There was a nice little pub just around the corner and the T was close by as well. I would highly recommend staying with them.
127,"My stay was perfect.  Susan is a generous and accommodating host.  Her communications prior and after booking were always prompt, clear and helpful. This was particularly notable as I found myself making a reservation last minute on a weekend around a complicated work travel schedule. Susan graciously offered me best times to communicate with her, allowed a late check in and after arrival was invaluable in helping me sort out how to get to my various meetings efficiently.  This was further enhanced by the convenience of her location, fast efficient public transport into the heart of Boston is literally around the corner. Access to the highways for travel to my meetings outside of Boston was also easy by car. The room was simple but comfortable.  The entire space is very clean (note shoes off policy bring your slippers), comfortable, quiet and private.  The ability to come and go and be pretty much left to my own devices was of great value to me.  As it turned out I found Susan so interesting and engaging I<80><99>m afraid I ended up seeking out her company more then was fair.  She also provided the most delicious baked cranberry bread and fruit salad at breakfast <80><93> which she kindly sent me home with for the long drive the last day.  I would also recommend trying to plan a 10-15 minute walk up and down Melville Ave and some of the side streets to gawk at the beautiful Victorians <80><93> really a spectacular collection of Victorian homes."
128,"This was our first airbnb experience and to be honest: it was ambiguous.
First i have to say that there is a lot of space, you have your private floor and they provide shampoo and soup so you don<b4>t have to take care of those things (which is very kind and convenient).
BUT there were a few strange things: you have to go through a very cluttered and dirty room to get to the private room. I don<b4>t understand why they leave this place so cruddy...moreover the fridge in our room was full of mold. "
129,Awesome experience with Lifestyle
130,Place is exactly as described. Loved the location. Would stay here again and again. WIFI was slow but that was easily remedied by longing into a stronger unprotected signal.  
131,Lisa was extremely helpful from before I even showed up at her house. She answered all of my questions quickly. Her home is spacious and very clean. A fresh breakfast is put out every morning. Clean sheets and towels are provided. The bathroom is right outside of your room which is convenient. Lisa offers complimentary unlimited T passes which are a big money saver and also very convenient. The bus stops right across the street from her house. If we had more time we would have taken advantage of Lisa's impressive game collection. I would definitely stay here again when in Boston. 
132,"We had a lovely time staying with Salman and Nabihah! Their home is very bright, clean, and cozy, and they made us feel totally welcome and at home. We wish we could have hung out with them more, as they are a lovely young couple, unfortunately our trip to Boston was busy and short. We like dogs, so we got to know their little dog Toto and enjoyed his playful spirit very much. Salman & Nabihah's house is very conveniently located, especially to Fenway Park, so we were able to walk to and from the Red Sox night game that we attended (Go Sox). The section of Brookline that they live in is very residential, with two T stops nearby (Brookline Village and Longwood). It is full of pretty homes and quiet streets. During the day we parked on the street, and at night we parked in a parking lot about a 10 minute walk away. All in all, it was the best experience. Highly recommended!!"
133,"I spent a very pleasant night in Phyllis' JP condo and I would have stayed longer if it had been available.  The bed was comfortable, the room quiet, the bathroom and shower were fine.  I enjoyed talking with Phyllis while enjoying her coffee in the morning.  Her cat was sweet.  It was nice that it was a bottom floor apartment without many steps to manage.  I may return to JP, and if so, would be glad to stay there again."
134,"I do not have enough nice things to say about this place and these people! The location was incredible; great views, and easy access to the green line... seemed like everything was one stop away in any direction, and we walked to and from the T through the Common which was really nice! The apartment was extremely comfortable, quiet, clean, and had everything we needed. It is small as you can see in the photos, but for two people who really just needed a pillow at night and a shower in the morning, it suited us just fine. The hosts were very helpful and responsive and on time. I hope that if I ever get the chance to be in Boston again, this place is available to stay in because I already miss having my morning coffee on the roofdeck!!! "
135,Paul is a super nice person. His place is clean and trendy. Very inviting. I loved that he had air conditioning as the temps outside were 90 degrees during my visit. The area surrounding his apartment appears older and some places are rundown. Yet Paul's place is up to date and I felt quite safe. 
136,"Beautiful brownstone apartment. Spotlessly clean and super comfortable in a great location. The host, Oine, was exemplary and very responsive and organized. Highly recommended. "
137,"Victoria and Tim's home and hosting were perfectly accommodating. Great location in quiet and lovely circle around a small park.  Just around the corner from the MBTA with little need to transfer more than once (except to/from airport). Boston is easily enjoyed on foot and the day(s) passes are a terrific value. As a host myself, I not only recommend, but look forward to staying again in Victoria and Tim's home the next time I'm in Boston."
138,The location was perfect for walking to all the famous Boston sites. I loved that we walked down the stairs of a neighborhood building just like locals. The room was clean and comfortable with a great bed and cold AC. We would book here again in a heartbeat. 
139,"The apartment was lovely. The location is right in the center of Beacon Hill, such a gorgeous neighborhood. Sean was a great host, so helpful and always available to answer any questions. I would recommend this apartment to anyone that is planning on visiting Boston."
140,"We were very happy to stay on this place, the apartment was wonderful, warm, charming, with everything that you could need, completely new and as is presented on the web.

Jason was concerned about us all the trip, and very easy to communicate. 

The neighbourhood was very interesting, full of places to eat, shop and enjoy, and the people very pleasant.

We strongly recommend this place."
141,Michelle is an awesome host! She met me at the Roxbury Crossing T station when I arrived and showed me the neighborhood. The house is very nice. The room is perfect for one person but I suppose a couple would have no problems either. Everything was clean and tidy. Michelle makes awesome granola bars and muffins and the coffee is delicious:). She filled me in on what was going on in the city and suggested various attractions. I will definitely stay with her again if I'm in Boston again. 
142,I couldn't have picked a better place to stay.  Charlestown was fantastic and staying so close. To Bunkerhill Monument made it even more memorable. The bed and couch was very comfortable. Their surroundings were clean and quiet. Every place we wanted to visit was with in a $20 cab ride. When we had extra time we would take the T Or the bus and it was super simple and inexpensive. The homeowners were kind and caring and occasionally checked up on us to make sure we were happy. I truly can't think of a way it would've been a better experience. She also makes one hell of a banana bread ;-).
143,"After a sudden flight change that landed me in Boston, I needed a bedroom within 30 minutes of Boston Logan airport. Because of the short notice, hotel prices were outrageous. Once again, Airbnb was a lifesaver. 

I think this has been the best Airbnb experience yet. Amanda and her fiancé are incredible hosts; polite, kind, easy to talk to, and considerate. They provided a private room in the basement, with access to a private bathroom and shower. In the bedroom, Amanda pointed out a television with Netflix and an Apple TV, coffee and tea, and envelopes container her recommendations for local food and activities. 

Honestly, I wish that I could have stayed longer than one night. 

Also, if you like coffee, be sure to check out Ula. They make a mean Americano, and it's right around the corner.  "
144,"We absolutely enjoyed our 2 nights in this perfect apartment!
Kasia and Adrian welcomed us at the door and showed us the apartment and provided us with all the information (wifi, door codes, directions to supermarkets, etc.) we needed when we arrived.
The apartment was lovely prepared with some fruits, coffee and milk in the fridge.
We loved having breakfast outside in the beautiful arranged garden and relaxing there in the evening after a long sightseeing day.

The Andrew t station is just a few walking minutes away and provides fast connection to the city.

All in all we had a perfect stay and would definitively stay there again!"
145,The house is clean and convenient. It is near T station and we enjoy our stay here. The only problem is that three rooms share one bathroom. 
146,"Our stay in Paul's apt couldn't be better! The apt is great and clean, exactly how it looks from the pics! Paul is extremely attentive host, always very helpful and went extra lenghts to make us feel welcome! A great experience: definetely worth it!"
147,"Taskin was very friendly and welcoming. House & room were clean.

House is very easy to access and close to the Orange Line. Very good position to visit Boston."
148,"Very private room. Host did not bother us at all and we were free to come and go as we wanted. Felt safe leaving belongings in the room while we were away. Location was great. We walked most places and went to Fenway for a game, which was literally around the corner, which was fantastic. Recommended."
149,"Our experience could not have been better. What a killer location to stay in- close to everything including a two minute walk to Fenway Park! Highly recommended for anyone's stay in Boston. Quiet, comfortable and in a safe neighbourhood."
150,"The space was good for what I needed. The check-in was easy and the host was quite flexible and very communicative. 

I hadn't realized that the bathroom was shared with several other rooms. But I didn't have any trouble. In fact, I didn't see any other guests while I was there.

"
151,"Tasking was nice, well knowledgeable and welcoming. His place was quite. Overall i had a good stay. The upper floor room may benefit by extra fan."
152,"Location was great, right in the heart of North End. Apartment was small but clean. Advertised for 5 people, but had only room for 4.Our directions said that apartment was next door to realty where we picked up the keys. After trying to break in (unsuccessfully) into that apartment building, we called and found out that it was 4 blocks away. Steep and narrow stairs, so if any mobility issues, do not rent.  But generally all was well, a lot cheaper that 2 hotel rooms . "
153,"We had an excellent experience on this apartment, we spent some wonderful days visiting Boston, and it was really comfortable for us.

The department is about 4 blocks from the airport, with a perfect location if you need to go to the airport or the subway station on foot."
154,"Everything was great.  A little hard to find in the dark but only took a few extra minutes to figure out.  The room is very quiet, except the little fridge goes on every hour or so but I'm a light sleeper.  No TV but I didn't have time to watch one.  It has a little kitchen with micro and 1 burner if you want a kitchen.  Pillows were very comfortable.  The bed is high and comfortable."
155,I really liked the accommodations. The location is also within a very short walking distance to the Four Corners / Geneva station and so really close to downtown. I also liked the breakfast and the attention received. High recommend.
156,"Exactly as listed, and as seen in the photos provided. Great location, walking distance to everything. Silverline SL1 transit bus takes you from/to South Station and Logan airport in 20 minutes, South station being less than 5 minute walk from the apartment. 

If you come from abroad, there's a T-mobile store on your way from South Station to the apartment where you can pick up SIM card for your unlocked phone. 

Whole Foods South End is located about three blocks south of the apartment."
157,"Clean, private room, easy parking, close to public transport to Boston. Lovely chilled out resident cat called Jake. We asked to use two bowls & spoons for the cereal & milk we brought with us for our breakfast. No, Carlos doesn't like guests to use his bowls or utensils so the kitchen is a no go area. It's a pity he didn't have some just for his AirBnB guests to use. Carlos was kind to allow us to have an early checkin for which we were grateful. "
158,Tiffany had a great place! She had everything arranged before our arrival and was in constant communication. The subway was only a short walk away. Would definitely consider staying again.
159,"The apartment was lovely for our four night stay and it is conveniently located to get in to town as well as Fenway opposite the flat! The instructions for check in and out were clear and easy to follow and even though we never met Sean he always responded promptly and was very helpful. The local neighbourhood is fantastic - lots of lovely places to eat, Star Market for groceries and a variety of shops. It's an excellent price and I would recommend it."
160,"Sidney is a very friendly host and prepared for us some fruits, water, milk etc.
His appartement is perfectly located in the southend and a good base to explore Boston by bike or foot.
We will stay at Sidneys again when we come back to Boston"
161,"Jesse is a friendly and easygoing person. He responded to messages quickly and gave great, detailed directions on how to get to his place from the airport. Because of that, finding his place was fairly easy and not an issue at all. The room is big enough for two people and the bed was comfortable. 

Nearby his place are a few Vietnamese restaurants serving delicious meals and sandwiches. These are good options for a filling meal or quick lunch just minutes away from his place or on your way to the subway line.

Overall, I had a positive experience with Jesse and at his apartment!"
162,"Frankly I was expecting a little bit more from this apartment. I mean it is cheap and is exactly as in the picture, but my wifi was supers low, the bathroom was quite messy and not so clean and my bed did have any linen... No air conditioning, so was super hot during the night I spend there. I mean is fine the price, but they could improve a little bit the facilities and the cleanness ;)"
163,I enjoyed my stay.  The room was modest but comfortable and fit my needs perfectly. Monique and family were charming and helpful. Checking in and out was seamless. The neighborhood was nice and within a mile of the Westin / convention center.
164,This apartment is truly lovely. It's in a great neighborhood close to everything. The setting is private and roomy. I highly recommend it. 
165,"Fantastic stay. The apartment was excellent, the neighbourhood is genuine and interesting, with good dining options, and Brooke was a pleasure to deal with. She provided very helpful tips, and was responsible for me using the Hubway cycling scheme - even though I was in town for work. I got a few questions about it as I peddled up to the convention center and everyone else was jumping out of cabs. "
166,Manuela is very accommodating. I stayed for an entire month and all of my questions and requests were always quickly and professionally addressed. The T isn't even a minute walk away and the grocery is a 3 minute walk and a T stop away. Would definitely suggest to a friend.
167,"Maria is an excellent hostess and her home is lovely. The room is large, clean & very comfortable, with A/C in window. Excellent private bathroom with plush towels. Maria offers  nice continental breakfast and made me a delicious latte!"
168,"Ellen and Ed were wonderful host, very welcoming and always disponible for my questions. The room and apartment is totally similar to the picture, in other words a great place (very clean, well decorated, bright and confortable). The room was actually bigger than what I expected from the pictures.

 I had a wonderful three week stay with them and there two lovely cats and would definetly recommand the place to anyone wanting to stay in Boston ! "
169,"This is a nice studio if all you need is a place to stay, nothing too fancy, so dont expect too much. Location is convenient, only steps from Green Line which will get you to most POIs near Downtown in less than 20 mins but remember to have your tickets purchased in advance. Price and location wise, this is a great place. And the host Sean, has been nice and helpful."
170,"Gillian was a wonderful host. Our flight arrived late on a Friday and she unbegrudgingly met us and gave a quick orientation session. 

The lodgings were better than the listing! We were very comfortable and felt welcome. 

The apartment is really close to the T and is within easy walking distance to most attractions. "
171,"Although I haven't seen Robert or Jacky at all during my stay due to my busy schedule while in Boston, I could feel their hospitality in many ways: towels, guides to Boston and many more was provided and plentyful. Same for literature; they always have the book for you to read! House and rooms are also in a good state and royal indeed. Definitely recommendable to anyone who looks for a royal and affordable place in Boston!"
172,"Ed was a fantastic host!  He opened up his home and ensured we had everything we needed.  The accommodations are exactly what he advertises and the neighborhood was like looking at post cards of Boston, very quiet and safe.  The penthouse has a beautiful roof top deck with amazing views of downtown Boston.  A great place to unwind after walking the city all day.  The bedrooms are private with your own bathroom and the house was very clean.  Will definitely book again with Ed on my return trip to Boston! "
173,"Absolutely recommend using SleepAfloat.  Never slept or been on a houseboat before.  Was a great break from staying at hotels and enjoyed the ocean breeze.      

The only thing that takes getting used to is the gentle rocking of the boat.  But that goes along with being on a houseboat.   I am complete land lover and quickly got used to the rocking. "
174,Hermina is great. I had an awsome time staying in her house. She keeps everything very clean. The house is so convenient to get around. I recommend here for people who come to Boston for a short visit.
175,"Even though hiccups in our Amtrak transportation forced us to arrive rather late at night, Jeff was available to welcome us to his home and get us settled in. 

The house is comfortable and, as promised, right on the bus line to the T station - but we also were able to walk to the T station as well. The house also has a lovely backyard patio for those times you might like to just sit and/or read.

"
176,"Sarah and her family are friendly and accommodating hosts! Sarah was extremely flexible in in my arrival and departure times. She and I enjoyed nice conversation over a traditional dish from her home country the first evening I arrived, and her brother even offered to make me breakfast in the days during my stay. The room is exactly as it appears in picture. The location is great for anyone visiting/attending Boston University. Only a 10 minute walk from the campus and BU Medical Center. Also, the location is great for the use of public transport. Only about 5 minute walk to local bus stop, with Dudley Station nearby. I would recommend bringing a small blanket if booking during the winter season, as the room can get a bit chilly at night. Otherwise I found the accommodations quite comfortable. I would highly recommend staying with Sarah and her family! "
177,"Kathe was such a great host. She was very kind and helpful. She was also very accommodating with our very early arrival. We loved exploring the city, and the property is very close to public transportation. Thanks again, Kathe!"
178,"Chris and Claire were extremely welcoming and accommodating. The room was perfect for a couple with plenty of space ans room to put our belongings. The apartment is perfectly located in the great South End neighborhood, with easy access to public transit. We would certainly stay again and recommend to others. "
179,"Hermina was a lovely, warm host. We came in very late in the evening with only a day or two of warning--1AM, and she was awake to greet us and to show us her place. The accommodations were very comfortable and spacious. Her home is also very beautiful with vibrant colors on the inside. Another plus-very close to public transit--about a 5-minute walk or less to the Red Line, which takes you through downtown to cambridge area and beyond. Thank you, Hermina!"
180,"We didn't see Roger because he was on vocation, but the lication is very convenient and close to everywhere "
181,"Our one night stay was fine. While we wouldn<80><99>t have wanted to spend any more time in the apt. than necessary, it proved to be okay for our purposes, which essentially was a bed and bath for the night. The bed was fairly comfortable, but the futon/couch was far from it. My wife was a little put off by the sign near the entrance warning of rats in the alleyway, and the closet door that fell off when she touched it. I had to remind her that we were not at the Ritz, and our initial foray into Airbnb was an adventure of sorts.  My only word of caution is that people in the apt. above (this was a basement apt.) can be heard as if they are in the same room as you. This includes every footstep etc.  We were glad that we had remembered to bring along earplugs.  Overall, it was a pretty much Spartan, but adequate. Jose was very pleasant to deal with."
182,Very welcoming!
183,"Great place! Clean, location is amazing, very communicative host. Would stay again."
184,"I was in town for a conference at various locations throughout the city and this place was perfectly situated to allow me to get everywhere fast. I was up before the host every morning and home reasonably late (sometimes at 1 am), which wasn't a problem.

The place is small but clean and comfortable (good mattress!) and the cat Lucky makes for a fun stay. The pictures are honest and give you a very good impression of the place.

Prior to arriving I did not read the listing properly and assumed there would be internet. This is not the case but there is a wholefoods with free wifi very close by that is open till 11pm, and during the summer you can comfortably sit outside. There is also some seating with power outlets indoors.

Doing laundry was no problem, the place has a decent shower and the host, Laura, is easygoing and friendly.

As others have mentioned, Jason is your first point of contact, which, while a little unusual, wont matter once you get there.

If you value a good nights sleep (soothing rain noises included!) in a convenient location for a reasonable price (I paid 50 dollars a night), this is a good place."
185,"Mohammed was a great host, greeted me upon arrival. Everything a guest could need was provided. Definitely recommended! "
186,Overall it was great. I think the space could have been a bit cleaner. It was very stuffy at first and had a damp smell to it while we there. 
187,"Giuseppe was a great host, very helpful and responsive, cool guy.

The room itself was just what I was looking for, small but cozy, relatively quiet, fast wifi. It was nice to have my own sink in the room as well.

I stayed for almost a month, and would definitely stay there again!"
188,"Lisa was a great host; we felt very welcome and would absolutely stay there again. It feels like a bed and breakfast or hostel, as there are multiple guest rooms. The free Charlie passes are awesome and the T is a short walk from the house. Breakfast and tea/coffee in the morning is great, too. Lisa also had a bunch of suggestions for us to make the most of our short time in Boston. "
189,"This place truly is a gem! Gina was wonderful, responsive and full of great recommendations! We could not have asked for a better location. So much was within walking distance and the local restaurants were divine! I highly recommend this Northside gem to anyone looking for a great place in Boston!"
190,Great place and very helpful/welcome host. Plenty of easy parking and great vietnamese food around the area. Would stay again if needed to.
191,"Me and my friend really liked the room. The bed was very comfortable and we especially liked the kitchen. Soledad was very nice, she explained all the things we had to know about Boston and she even suggested what to do. It was a great experience!"
192,"We enjoyed our stay at Mark's condo in Brookline.  It is in a great location with the Emerald Necklace right out the front door and convenient ""T"" stops.  There is everything you need (and more) in the kitchen.  There was plenty of room (square footage) for the 3 of us.  Mark's representative, Marilyn, met us as planned, explained the workings of the condo, suggested restaurants nearby and checked in to be sure all was going well during our stay.   The great communication was comforting as this was our first Air BnB experience/booking and we wondered exactly how the process would work.  We would definitely return to Mark's condo."
193,Great place especially the local neighborhood which my girlfriend and I spent a lot of time walking around. Rafael made check-in and check-out very easy! 
194,"The neighborhood is absolutely lovely. The studio is located in a quiet street right in Beacon Hill, and it is within walking distance to everything. Tiffany was very helpful in making sure everything was alright with our stay, and all the basics (towels, clean sheets, dishes, utensils, etc) were provided beforehand and already there when we arrived. The studio itself is small but practical, and perfect for a vacation stay. The wifi is not the best, but fortunately there's several signals to choose from so if one is down, you can try others. The bed is on the noisy side, and can be uncomfortable if you suffer from back problems because of the springs, but it worked out fine. If I were to stay in Boston again, I'd definitely repeat my stay here."
195,"my husband and I loved the place, everything was very neat and clean,  cozy and with a lot of privacy. location was really close to the train station and small shopping mall. very convenience. even do we didn't get to meet Hermina we spoke with her on the phone and she was very friendly and helpful. will for sure visit again. thanks Hermina "
196,"The apartment was centrally located, clean, and the transaction. Seamless. Marketa was accommodating, friendly, and a pleasure to work with."
197,"This is really fast to get downtown or to Harvard. The neighbourhood is really nice and quiet. Nevertheless we were 2 and we had to pay a  bit more for an extra person even if there was nothing to host the other person (no bed, no towel), so we had to share one small bed. The kitchen and the bathroom were not that clean."
198,"Jez and Ken have a beautiful home in Winthrop! I stayed with them for one night in mid-October and enjoyed walking around Winthrop on a gorgeous fall day. There are several local restaurants (seafood, pizza, sandwiches, etc.) within a short walk. The bedroom and bathroom are very nice and the bed was comfortable. Jez and Ken made me feel very welcome and were great hosts!"
199,"The description of the apt/condo was accurate. George left out travel brochures for us and the location of the place was amazing. We were on the 29th floor overlooking the water, 200 feet from the Boston Massacre site and the train that takes us to the airport and it was right in the middle of the Freedom Trail. The bed was very comfortable and it was a nice relief to come back and sleep after all the walking and sightseeing we did, and he left us clean towels so we didn't have to bring our own. 
Communication was outstanding. George would answer my texts within 10 minutes and was very helpful and he seemed very sincere to make sure we were comfortable and having a good time."
200,"Everything was fine. it is clean and well located so it is easy to get around from here. Everytime we had questions Lauren responded to it and gave us tips (for example where to have breakfast). She was very flexible regarding check in and check out.
I think for two it is absolutely perfect, for three it was still ok.
All in all we have nothing to complain! I recommend it.
Thanks Lauren"
201,"This is a great place to stay for convenience to Boston Airport, to enjoy the seaside, bay, beaches and lovely town of Winthrop, and for easy access in and out of central Boston/Cambridge, when you don't want the noise and rush of the city. I came in from Quebec, via Philadelphia, really late. Jez VERY KINDLY met me and brought me the few minutes back home, though a taxi would only have been a few dollars and the tube line (transit) to Orient Heights is only one stop and then a bus takes you to round the corner, or one could walk (I did both when going to and from Boston city centre). I have seldom stayed in a cleaner, more welcoming house. I was made to feel completely at home. Jez is interested and interesting and he and Ken have prepared detailed info packs for visitors to make the best use of their stays. Ken came in even later than I, after work, and yet was up for continuing to chat. Both are so nice! I loved that a wide variety of healthy options including fresh fruit were available for breakfast, I could help myself so wasn't pinned to a particular schedule. Good fresh coffee at any time and tea, too. The visit was enhanced by Winston and Oliver. Overall, I 'lived there' for my three days, rather than feeling a tourist or stranger and will definitely return. Highly recommend. "
202,"My 1st experience with an Airbnb, and it was a great introduction. An interesting, old home full of books and history in the Back Bay area of Boston. Easy to walk to interesting many interesting areas. Very easy to connect to mass transit that goes everywhere. A clean and pleasant room on top floor. Robert was welcoming and helped me get oriented to the area quickly."
203,Great Location. Good apartment. 
204,"I strongly recommend these hosts and room! I had a great time! The apartment is beautiful and welcoming. Derian, Brian and Dina are super cool and really helpful. They were very patient answering my countless rookie questions about Boston and how to use iron ;)  That being said, I must admmit that they were totally outshined by Chester The Dog. Chester rules! "
205,"I thoroughly enjoyed staying with Sarah and her son and brother. Sarah was a very gracious host. She even accommodated to my very early arrival.
I was doing some work at the convention center and I appreciated the close proximity to the bus stop."
206,"Totally awesome affordable little place to stay.  I really enjoyed staying in the area where the studio was located. It is a little off the beaten path of the main Boston sites, but the apartment is located right near the T line, and you will be downtown in ten minutes easily. It also allowed me to explore an area of Boston I would have probably not ventured out to if I knew any better. There are some great little food and bar places near by. 
The air conditioner in the room rocked! It cooled up the studio pretty quickly and I am so not use to Boston heat and humidity. The bed is comfortable. I mainly was in the room to sleep and shower and that was it., so I didn't really use anything else in the room. 
Sean was super accommodating. He met us once we arrived. Gave us some helpful tips on the area. 
Overall, great place if you are on a budget! "
207,"Enjoyed my stay at the Inn; Terry is a really great host who got everything in the room to show you the best place to be in Boston. He gives us really good advice for food, visits, etc !!!! 
The place is nice and well furnished ! I definitevely recommand this place. Thanks Terry"
208,"Amazing apartment!  We loved the comfy beds, linens, and great shower.  The view from the roof deck was absolutely breathtaking.   The only thing I would say is that if have difficulty with stairs, these are tough.  Especially after a cocktail and in high heels. :)"
209,"Amy was a great host and the room was in an wonderful location with a fantastic view on the airport of boston.
The T-Station is also not far away so it was no problem to visit all the places we want to see.
Amy was very friendly and helpful and we enjoyed our three nights at her place."
210,"This was my first Airbnb experience and Monica's place was super clean and comfy- perfect for a stopover in Boston. Proximity to airport made it super convenient and breakfast was amazing at her restaurant next door. 
Highly recommend. "
211,"Marilyn and Alan were lovely hosts. They (and their dog Jackson) made us feel welcome from the minute we walked in the door. Their house is a quick drive to Boston, which was our purpose for staying. Marilyn made the most amazing muffins for breakfast, which made the stay even more enjoyable. Marilyn and Alan's house is at the top of our list for our next Boston trip!"
212,We absolutely loved the apartment for our weekend in Boston! The location was perfect and the rooftop view was to die for! Justin was very accommodating to our travel plans and we had no issues! Would definitely recommend!!!
213,The host canceled this reservation 8 days before arrival. This is an automated posting.
214,"A great location and Jannah couldn't be nicer. Be sure to ask her for information, advice and recommendations (great restaurant suggestions) you may need. Jannah was great about accommodating my early arrival time and other requests. In addition to a great location, Jannah is a great friend away from home."
215,"Cute small apartment, everything was great, besides the next door neighbour who sang opera during the day (haha)! The apartment was accessible to almost everything, ground transportation (bus stop and train is just 1 minute away), many restaurants nearby (Chinese, Indian, Mexican, TGI, bars), and also shops (beer/wine shop, Walgreens, 7-11). It's also near the hospital where I had my interview. One surplus that I'd like to mention about the apartment is that the water pressure was awesome, and drainage was working fine. Sean replied to my messages very fast, so I didn't have any trouble communicating with him. "
216,"Lawrence was very nice and helpful, even carrying my bag up the stairs since the building doesn't have an elevator. 
The building is in the oldest part of Boston, with a lot of history and character. You don't need a car to see all the sights since the apartment is so close and Boston is such a great walking city. 
The apartment itself needs a little work, but it is a safe and comfortable place to use for exploring Boston. There is no A/C, so take that into account when renting in hot and humid months."
